match_id,team1,team2,venue,city,date
1104285,Bangladesh,Australia,Zahur Ahmed Chowdhury Stadium,Chattogram,2017-09-04
1104483,Zimbabwe,Sri Lanka,"R.Premadasa Stadium, Khettarama",Colombo,2017-07-14
1109602,India,Sri Lanka,Galle International Stadium,,2017-07-26
1109603,India,Sri Lanka,Sinhalese Sports Club Ground,Colombo,2017-08-03
1109604,India,Sri Lanka,Pallekele International Cricket Stadium,,2017-08-12
1115780,England,New Zealand,Eden Park,Auckland,2018-03-22
1115781,England,New Zealand,Hagley Oval,Christchurch,2018-03-30
1115793,West Indies,New Zealand,Basin Reserve,Wellington,2017-12-01
1115794,New Zealand,West Indies,Seddon Park,Hamilton,2017-12-09
1119535,England,Pakistan,Lord's,London,2018-05-24
1119536,Pakistan,England,Headingley,Leeds,2018-06-01
1119549,England,India,Edgbaston,Birmingham,2018-08-01
1119550,India,England,Lord's,London,2018-08-09
1119551,India,England,Trent Bridge,Nottingham,2018-08-18
1119552,England,India,The Rose Bowl,Southampton,2018-08-30
1119553,England,India,Kennington Oval,London,2018-09-07
1120284,Sri Lanka,Pakistan,Sheikh Zayed Stadium,Abu Dhabi,2017-09-28
1120285,Sri Lanka,Pakistan,Dubai International Cricket Stadium,,2017-10-06
1122276,South Africa,India,Newlands,Cape Town,2018-01-05
1122277,South Africa,India,SuperSport Park,Centurion,2018-01-13
1122278,India,South Africa,The Wanderers Stadium,Johannesburg,2018-01-24
1122310,South Africa,Zimbabwe,"St George's Park, Port Elizabeth",Port Elizabeth,2017-12-26
1122723,India,Sri Lanka,Eden Gardens,Kolkata,2017-11-16
1122724,Sri Lanka,India,"Vidarbha Cricket Association Stadium, Jamtha",Nagpur,2017-11-24
1122725,India,Sri Lanka,Arun Jaitley Stadium,Delhi,2017-12-02
1122886,West Indies,Zimbabwe,Queens Sports Club,Bulawayo,2017-10-21
1122887,Zimbabwe,West Indies,Queens Sports Club,Bulawayo,2017-10-29
1127284,Ireland,Pakistan,"The Village, Malahide",Dublin,2018-05-11
1130744,Bangladesh,Sri Lanka,Zahur Ahmed Chowdhury Stadium,Chattogram,2018-01-31
1130745,Sri Lanka,Bangladesh,"Shere Bangla National Stadium, Mirpur",Dhaka,2018-02-08
1135149,West Indies,Sri Lanka,"Queen's Park Oval, Port of Spain",Trinidad,2018-06-06
1135150,Sri Lanka,West Indies,"Daren Sammy National Cricket Stadium, Gros Islet",St Lucia,2018-06-14
1135151,West Indies,Sri Lanka,"Kensington Oval, Bridgetown",Barbados,2018-06-23
1140385,England,Sri Lanka,Galle International Stadium,,2018-11-06
1140386,England,Sri Lanka,Pallekele International Cricket Stadium,,2018-11-14
1140387,England,Sri Lanka,Sinhalese Sports Club Ground,Colombo,2018-11-23
1142581,Sri Lanka,South Africa,Galle International Stadium,,2018-07-12
1142582,Sri Lanka,South Africa,Sinhalese Sports Club Ground,Colombo,2018-07-20
1144153,South Africa,Pakistan,SuperSport Park,Centurion,2018-12-26
1144154,South Africa,Pakistan,Newlands,Cape Town,2019-01-03
1144155,South Africa,Pakistan,The Wanderers Stadium,Johannesburg,2019-01-11
1144164,South Africa,Sri Lanka,Kingsmead,Durban,2019-02-13
1144165,South Africa,Sri Lanka,St George's Park,Port Elizabeth,2019-02-21
1144993,India,Australia,Adelaide Oval,,2018-12-06
1144994,Australia,India,Perth Stadium,,2018-12-14
1144995,Australia,India,Melbourne Cricket Ground,Melbourne,2018-12-26
1144996,Australia,India,Sydney Cricket Ground,Sydney,2019-01-03
1145000,Australia,Sri Lanka,"Brisbane Cricket Ground, Woolloongabba",Brisbane,2019-01-24
1145001,Australia,Sri Lanka,Manuka Oval,Canberra,2019-02-01
1146717,Bangladesh,West Indies,Sir Vivian Richards Stadium,North Sound,2018-07-04
1146718,West Indies,Bangladesh,"Sabina Park, Kingston",Jamaica,2018-07-12
1152839,England,Ireland,Lord's,London,2019-07-24
1152846,England,Australia,Edgbaston,Birmingham,2019-08-01
1152847,England,Australia,Lord's,London,2019-08-14
1152848,England,Australia,Headingley,Leeds,2019-08-22
1152849,England,Australia,Old Trafford,Manchester,2019-09-04
1152850,England,Australia,Kennington Oval,London,2019-09-12
1153311,Bangladesh,West Indies,Zahur Ahmed Chowdhury Stadium,Chattogram,2018-11-22
1153312,Bangladesh,West Indies,"Shere Bangla National Stadium, Mirpur",Dhaka,2018-11-30
1153639,Zimbabwe,Bangladesh,Sylhet International Cricket Stadium,,2018-11-03
1153640,Bangladesh,Zimbabwe,"Shere Bangla National Stadium, Mirpur",Dhaka,2018-11-11
1153838,Sri Lanka,New Zealand,"Basin Reserve, Wellington",Wellington,2018-12-15
1153839,New Zealand,Sri Lanka,Hagley Oval,Christchurch,2018-12-26
1153847,New Zealand,Bangladesh,Seddon Park,Hamilton,2019-02-28
1153848,New Zealand,Bangladesh,Basin Reserve,Wellington,2019-03-08
1157370,Pakistan,Australia,Dubai International Cricket Stadium,,2018-10-07
1157371,Pakistan,Australia,Sheikh Zayed Stadium,Abu Dhabi,2018-10-16
1157381,New Zealand,Pakistan,Sheikh Zayed Stadium,Abu Dhabi,2018-11-16
1157382,Pakistan,New Zealand,Dubai International Cricket Stadium,,2018-11-24
1157383,New Zealand,Pakistan,Sheikh Zayed Stadium,Abu Dhabi,2018-12-03
1157752,India,West Indies,Saurashtra Cricket Association Stadium,Rajkot,2018-10-04
1157753,West Indies,India,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,2018-10-12
1158062,West Indies,England,"Kensington Oval, Barbados",Bridgetown,2019-01-23
1158063,West Indies,England,"Sir Vivian Richards Stadium, Antigua",North Sound,2019-01-31
1158064,West Indies,England,"Daren Sammy National Cricket Stadium, St Lucia",Gros Islet,2019-02-09
1168025,England,Australia,The Cooper Associates County Ground,Taunton,2019-07-18
1183530,Australia,Pakistan,"Brisbane Cricket Ground, Woolloongabba",Brisbane,2019-11-21
1183531,Australia,Pakistan,Adelaide Oval,Adelaide,2019-11-29
1183532,Australia,New Zealand,Perth Stadium,Perth,2019-12-12
1183533,Australia,New Zealand,Melbourne Cricket Ground,Melbourne,2019-12-26
1183534,Australia,New Zealand,Sydney Cricket Ground,Sydney,2020-01-03
1185304,South Africa,England,SuperSport Park,Centurion,2019-12-26
1185305,South Africa,England,Newlands,Cape Town,2020-01-03
1185306,South Africa,England,St George's Park,Port Elizabeth,2020-01-16
1185307,South Africa,England,The Wanderers Stadium,Johannesburg,2020-01-24
1187007,India,South Africa,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,2019-10-02
1187008,India,South Africa,Maharashtra Cricket Association Stadium,Pune,2019-10-10
1187009,India,South Africa,JSCA International Stadium Complex,Ranchi,2019-10-19
1187016,India,Bangladesh,Holkar Cricket Stadium,Indore,2019-11-14
1187017,India,Bangladesh,Eden Gardens,Kolkata,2019-11-22
1187671,New Zealand,England,Bay Oval,Mount Maunganui,2019-11-21
1187672,New Zealand,England,Seddon Park,Hamilton,2019-11-29
1187685,New Zealand,India,Basin Reserve,Wellington,2020-02-21
1187686,New Zealand,India,Hagley Oval,Christchurch,2020-02-29
1188628,West Indies,India,"Sir Vivian Richards Stadium, Antigua",North Sound,2019-08-22
1188629,West Indies,India,"Sabina Park, Jamaica",Kingston,2019-08-30
1192873,Sri Lanka,New Zealand,Galle International Stadium,Galle,2019-08-14
1192874,Sri Lanka,New Zealand,P Sara Oval,Colombo,2019-08-22
1198241,Pakistan,England,Old Trafford,Manchester,2020-08-05
1198242,Pakistan,England,The Rose Bowl,Southampton,2020-08-13
1198243,England,Pakistan,The Rose Bowl,Southampton,2020-08-21
1206635,Pakistan,Sri Lanka,Rawalpindi Cricket Stadium,Rawalpindi,2019-12-11
1206636,Pakistan,Sri Lanka,National Stadium,Karachi,2019-12-19
1212541,Zimbabwe,Sri Lanka,Harare Sports Club,Harare,2020-01-19
1212542,Zimbabwe,Sri Lanka,Harare Sports Club,Harare,2020-01-27
1213062,Pakistan,Bangladesh,Rawalpindi Cricket Stadium,Rawalpindi,2020-02-07
1214666,Bangladesh,Zimbabwe,"Shere Bangla National Stadium, Mirpur",Dhaka,2020-02-22
1223869,India,Australia,Adelaide Oval,Adelaide,2020-12-17
1223870,Australia,India,Melbourne Cricket Ground,Melbourne,2020-12-26
1223871,Australia,India,Sydney Cricket Ground,Sydney,2021-01-07
1223872,Australia,India,Brisbane Cricket Ground,Brisbane,2021-01-15
1225247,England,West Indies,The Rose Bowl,Southampton,2020-07-08
1225248,England,West Indies,Old Trafford,Manchester,2020-07-16
1225249,England,West Indies,Old Trafford,Manchester,2020-07-24
1233957,New Zealand,West Indies,Seddon Park,Hamilton,2020-12-03
1233958,New Zealand,West Indies,Basin Reserve,Wellington,2020-12-11
1233962,New Zealand,Pakistan,Bay Oval,Mount Maunganui,2020-12-26
1233963,Pakistan,New Zealand,Hagley Oval,Christchurch,2021-01-03
1237356,Sri Lanka,South Africa,SuperSport Park,Centurion,2020-12-26
1237357,Sri Lanka,South Africa,The Wanderers Stadium,Johannesburg,2021-01-03
1239543,England,India,"Trent Bridge, Nottingham",Nottingham,2021-08-04
1239544,India,England,"Lord's, London",London,2021-08-12
1239545,India,England,"Headingley, Leeds",Leeds,2021-08-25
1239546,India,England,"Kennington Oval, London",London,2021-09-02
1243015,Sri Lanka,England,Galle International Stadium,Galle,2021-01-14
1243016,Sri Lanka,England,Galle International Stadium,Galle,2021-01-22
1243017,South Africa,Pakistan,National Stadium,Karachi,2021-01-26
1243018,Pakistan,South Africa,Rawalpindi Cricket Stadium,Rawalpindi,2021-02-04
1243384,England,India,MA Chidambaram Stadium,Chennai,2021-02-05
1243385,India,England,MA Chidambaram Stadium,Chennai,2021-02-13
1243386,England,India,Narendra Modi Stadium,Ahmedabad,2021-02-24
1243387,England,India,Narendra Modi Stadium,Ahmedabad,2021-03-04
1244025,Bangladesh,West Indies,Zahur Ahmed Chowdhury Stadium,Chattogram,2021-02-03
1244026,West Indies,Bangladesh,Shere Bangla National Stadium,Dhaka,2021-02-11
1249210,New Zealand,England,"Lord's, London",London,2021-06-02
1249211,England,New Zealand,"Edgbaston, Birmingham",Birmingham,2021-06-10
1249875,India,New Zealand,"The Rose Bowl, Southampton",Southampton,2021-06-18
1252073,Sri Lanka,West Indies,Sir Vivian Richards Stadium,North Sound,2021-03-21
1252074,West Indies,Sri Lanka,Sir Vivian Richards Stadium,North Sound,2021-03-29
1255828,Sri Lanka,Bangladesh,Pallekele International Cricket Stadium,Pallekele,2021-04-21
1255829,Sri Lanka,Bangladesh,Pallekele International Cricket Stadium,Kandy,2021-04-29
1256726,England,West Indies,"Sir Vivian Richards Stadium, North Sound, Antigua",North Sound,2022-03-08
1256727,England,West Indies,"Kensington Oval, Bridgetown, Barbados",Bridgetown,2022-03-16
1256728,England,West Indies,"National Cricket Stadium, St George's, Grenada",St George's,2022-03-24
1257186,Zimbabwe,Pakistan,Harare Sports Club,Harare,2021-04-29
1257187,Pakistan,Zimbabwe,Harare Sports Club,Harare,2021-05-07
1260093,England,India,"County Ground, Bristol",Bristol,2021-06-16
1263149,West Indies,South Africa,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",Gros Islet,2021-06-10
1263150,South Africa,West Indies,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",Gros Islet,2021-06-18
1263169,Pakistan,West Indies,"Sabina Park, Kingston, Jamaica",Kingston,2021-08-12
1263170,Pakistan,West Indies,"Sabina Park, Kingston, Jamaica",Kingston,2021-08-20
1263462,England,Australia,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Brisbane,2021-12-08
1263463,Australia,England,Adelaide Oval,Adelaide,2021-12-16
1263464,England,Australia,Melbourne Cricket Ground,Melbourne,2021-12-26
1263465,Australia,England,Sydney Cricket Ground,Sydney,2022-01-05
1263466,Australia,England,"Bellerive Oval, Hobart",Hobart,2022-01-14
1263571,Australia,England,"Manuka Oval, Canberra",Canberra,2022-01-27
1263620,India,Australia,Carrara Oval,Carrara,2021-09-30
1267676,Bangladesh,Zimbabwe,Harare Sports Club,Harare,2021-07-07
1276901,New Zealand,England,"Lord's, London",London,2022-06-02
1276902,New Zealand,England,"Trent Bridge, Nottingham",Nottingham,2022-06-10
1276903,New Zealand,England,"Headingley, Leeds",Leeds,2022-06-23
1276916,England,South Africa,"Lord's, London",London,2022-08-17
1276917,South Africa,England,"Old Trafford, Manchester",Manchester,2022-08-25
1276918,South Africa,England,"Kennington Oval, London",London,2022-09-08
1277079,India,South Africa,"SuperSport Park, Centurion",Centurion,2021-12-26
1277080,India,South Africa,"The Wanderers Stadium, Johannesburg",Johannesburg,2022-01-03
1277081,India,South Africa,"Newlands, Cape Town",Cape Town,2022-01-11
1277100,South Africa,Bangladesh,"Kingsmead, Durban",Durban,2022-03-31
1277101,South Africa,Bangladesh,"St George's Park, Port Elizabeth",Gqeberha,2022-04-08
1277977,Bangladesh,Pakistan,"Zahur Ahmed Chowdhury Stadium, Chattogram",Chattogram,2021-11-26
1277978,Pakistan,Bangladesh,"Shere Bangla National Stadium, Mirpur",Dhaka,2021-12-04
1278674,India,New Zealand,"Green Park, Kanpur",Kanpur,2021-11-25
1278675,India,New Zealand,"Wankhede Stadium, Mumbai",Mumbai,2021-12-03
1278682,India,Sri Lanka,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Chandigarh,2022-03-04
1278683,India,Sri Lanka,"M Chinnaswamy Stadium, Bengaluru",Bengaluru,2022-03-12
1288310,Pakistan,Australia,Rawalpindi Cricket Stadium,Rawalpindi,2022-03-04
1288311,Australia,Pakistan,"National Stadium, Karachi",Karachi,2022-03-12
1288312,Australia,Pakistan,"Gaddafi Stadium, Lahore",Lahore,2022-03-21
1288345,Sri Lanka,West Indies,Galle International Stadium,Galle,2021-11-21
1288346,Sri Lanka,West Indies,Galle International Stadium,Galle,2021-11-29
1288979,New Zealand,Bangladesh,"Bay Oval, Mount Maunganui",Mount Maunganui,2022-01-01
1288980,New Zealand,Bangladesh,"Hagley Oval, Christchurch",Christchurch,2022-01-09
1288981,South Africa,New Zealand,"Hagley Oval, Christchurch",Christchurch,2022-02-17
1288982,South Africa,New Zealand,"Hagley Oval, Christchurch",Christchurch,2022-02-25
1301327,South Africa,England,"The Cooper Associates County Ground, Taunton",Taunton,2022-06-27
1307301,Sri Lanka,Australia,Galle International Stadium,Galle,2022-06-29
1307302,Australia,Sri Lanka,Galle International Stadium,Galle,2022-07-08
1308488,Sri Lanka,Bangladesh,"Zahur Ahmed Chowdhury Stadium, Chattogram",Chattogram,2022-05-15
1308489,Bangladesh,Sri Lanka,"Shere Bangla National Stadium, Mirpur",Dhaka,2022-05-23
1317147,Bangladesh,West Indies,"Sir Vivian Richards Stadium, North Sound, Antigua",North Sound,2022-06-16
1317148,Bangladesh,West Indies,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",Gros Islet,2022-06-24
1317484,Australia,West Indies,Perth Stadium,Perth,2022-11-30
1317485,Australia,West Indies,Adelaide Oval,Adelaide,2022-12-08
1317492,South Africa,Australia,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Brisbane,2022-12-17
1317493,South Africa,Australia,Melbourne Cricket Ground,Melbourne,2022-12-26
1317494,Australia,South Africa,Sydney Cricket Ground,Sydney,2023-01-04
1320741,India,England,"Edgbaston, Birmingham",Birmingham,2022-07-01
1320953,Sri Lanka,Pakistan,Galle International Stadium,Galle,2022-07-16
1320954,Sri Lanka,Pakistan,Galle International Stadium,Galle,2022-07-24
1322355,England,New Zealand,"Bay Oval, Mount Maunganui",Mount Maunganui,2023-02-16
1322356,England,New Zealand,"Basin Reserve, Wellington",Wellington,2023-02-24
1322357,Sri Lanka,New Zealand,"Hagley Oval, Christchurch",Christchurch,2023-03-09
1322358,New Zealand,Sri Lanka,"Basin Reserve, Wellington",Wellington,2023-03-17
1330871,England,Pakistan,Rawalpindi Cricket Stadium,Rawalpindi,2022-12-01
1330872,England,Pakistan,Multan Cricket Stadium,Multan,2022-12-09
1330873,Pakistan,England,"National Stadium, Karachi",Karachi,2022-12-17
1336043,England,Australia,"Edgbaston, Birmingham",Birmingham,2023-06-16
1336044,Australia,England,"Lord's, London",London,2023-06-28
1336045,Australia,England,"Headingley, Leeds",Leeds,2023-07-06
1336046,Australia,England,"Old Trafford, Manchester",Manchester,2023-07-19
1336047,England,Australia,"Kennington Oval, London",London,2023-07-27
1336073,Australia,England,"Trent Bridge, Nottingham",Nottingham,2023-06-22
1336127,Ireland,England,"Lord's, London",London,2023-06-01
1339599,South Africa,West Indies,"SuperSport Park, Centurion",Centurion,2023-02-28
1339600,South Africa,West Indies,"The Wanderers Stadium, Johannesburg",Johannesburg,2023-03-08
1339609,Pakistan,New Zealand,"National Stadium, Karachi",Karachi,2022-12-26
1339610,New Zealand,Pakistan,"National Stadium, Karachi",Karachi,2023-01-02
1340848,India,Bangladesh,"Zahur Ahmed Chowdhury Stadium, Chattogram",Chattogram,2022-12-14
1340849,Bangladesh,India,"Shere Bangla National Stadium, Mirpur",Dhaka,2022-12-22
1348652,Australia,India,"Vidarbha Cricket Association Stadium, Jamtha, Nagpur",Nagpur,2023-02-09
1348653,Australia,India,"Arun Jaitley Stadium, Delhi",Delhi,2023-02-17
1348654,India,Australia,"Holkar Cricket Stadium, Indore",Indore,2023-03-01
1348655,Australia,India,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,2023-03-09
1350681,West Indies,Zimbabwe,"Queens Sports Club, Bulawayo",Bulawayo,2023-02-04
1350682,Zimbabwe,West Indies,"Queens Sports Club, Bulawayo",Bulawayo,2023-02-12
1355723,Ireland,Bangladesh,"Shere Bangla National Stadium, Mirpur",Dhaka,2023-04-04
1358412,Australia,India,"Kennington Oval, London",London,2023-06-07
1363447,Sri Lanka,Ireland,Galle International Stadium,Galle,2023-04-16
1363448,Ireland,Sri Lanka,Galle International Stadium,Galle,2023-04-24
1375842,Australia,Pakistan,Perth Stadium,Perth,2023-12-14
1375843,Australia,Pakistan,Melbourne Cricket Ground,Melbourne,2023-12-26
1375844,Pakistan,Australia,Sydney Cricket Ground,Sydney,2024-01-03
1375845,West Indies,Australia,Adelaide Oval,Adelaide,2024-01-17
1375846,West Indies,Australia,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Brisbane,2024-01-25
1375875,South Africa,Australia,"Western Australia Cricket Association Ground, Perth",Perth,2024-02-15
1381212,West Indies,India,"Windsor Park, Roseau, Dominica",Roseau,2023-07-12
1381213,India,West Indies,"Queen's Park Oval, Port of Spain, Trinidad",Port of Spain,2023-07-20
1385685,Sri Lanka,Pakistan,Galle International Stadium,Galle,2023-07-16
1385686,Sri Lanka,Pakistan,"Sinhalese Sports Club Ground, Colombo",Colombo,2023-07-24
1385691,West Indies,England,"Lord's, London",London,2024-07-10
1385692,England,West Indies,"Trent Bridge, Nottingham",Nottingham,2024-07-18
1385693,West Indies,England,"Edgbaston, Birmingham",Birmingham,2024-07-26
1385694,Sri Lanka,England,"Old Trafford, Manchester",Manchester,2024-08-21
1385695,England,Sri Lanka,"Lord's, London",London,2024-08-29
1385696,England,Sri Lanka,"Kennington Oval, London",London,2024-09-06
1387603,India,South Africa,"SuperSport Park, Centurion",Centurion,2023-12-26
1387604,South Africa,India,"Newlands, Cape Town",Cape Town,2024-01-03
1388221,New Zealand,South Africa,"Bay Oval, Mount Maunganui",Mount Maunganui,2024-02-04
1388222,South Africa,New Zealand,"Seddon Park, Hamilton",Hamilton,2024-02-13
1388226,Australia,New Zealand,"Basin Reserve, Wellington",Wellington,2024-02-29
1388227,New Zealand,Australia,"Hagley Oval, Christchurch",Christchurch,2024-03-08
1389399,England,India,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,2024-01-25
1389400,India,England,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Visakhapatnam,2024-02-02
1389401,India,England,"Saurashtra Cricket Association Stadium, Rajkot",Rajkot,2024-02-15
1389402,England,India,"JSCA International Stadium Complex, Ranchi",Ranchi,2024-02-23
1389403,England,India,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Dharamsala,2024-03-07
1392691,England,Zimbabwe,"Trent Bridge, Nottingham",Nottingham,2025-05-22
1395703,Bangladesh,New Zealand,Sylhet International Cricket Stadium,Sylhet,2023-11-28
1395704,Bangladesh,New Zealand,"Shere Bangla National Stadium, Mirpur",Dhaka,2023-12-06
1406076,India,England,"Dr DY Patil Sports Academy, Mumbai",Navi Mumbai,2023-12-14
1406077,Australia,India,"Wankhede Stadium, Mumbai",Mumbai,2023-12-21
1419830,Sri Lanka,Bangladesh,Sylhet International Cricket Stadium,Sylhet,2024-03-22
1419831,Sri Lanka,Bangladesh,"Zahur Ahmed Chowdhury Stadium, Chattogram",Chattogram,2024-03-30
1426555,India,Australia,Perth Stadium,Perth,2024-11-22
1426556,India,Australia,Adelaide Oval,Adelaide,2024-12-06
1426557,Australia,India,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Brisbane,2024-12-14
1426558,Australia,India,Melbourne Cricket Ground,Melbourne,2024-12-26
1426559,India,Australia,Sydney Cricket Ground,Sydney,2025-01-03
1426629,England,Australia,Melbourne Cricket Ground,Melbourne,2025-01-30
1428554,New Zealand,England,"Hagley Oval, Christchurch",Christchurch,2024-11-28
1428555,England,New Zealand,"Basin Reserve, Wellington",Wellington,2024-12-06
1428556,New Zealand,England,"Seddon Park, Hamilton",Hamilton,2024-12-14
1431085,Zimbabwe,Ireland,"Civil Service Cricket Club, Stormont, Belfast",Belfast,2024-07-25
1432209,South Africa,Sri Lanka,"Kingsmead, Durban",Durban,2024-11-27
1432210,South Africa,Sri Lanka,"St George's Park, Gqeberha",Gqeberha,2024-12-05
1432217,Pakistan,South Africa,"SuperSport Park, Centurion",Centurion,2024-12-26
1432218,South Africa,Pakistan,"Newlands, Cape Town",Cape Town,2025-01-03
1432231,England,South Africa,"Mangaung Oval, Bloemfontein",Bloemfontein,2024-12-15
1433365,South Africa,West Indies,"Queen's Park Oval, Port of Spain, Trinidad",Port of Spain,2024-08-07
1433366,South Africa,West Indies,"Providence Stadium, Guyana",Providence,2024-08-15
1433378,West Indies,Bangladesh,"Sir Vivian Richards Stadium, North Sound, Antigua",North Sound,2024-11-22
1433379,Bangladesh,West Indies,"Sabina Park, Kingston, Jamaica",Kingston,2024-11-30
1434290,India,South Africa,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,2024-06-28
1439891,India,Bangladesh,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,2024-09-19
1439892,Bangladesh,India,"Green Park, Kanpur",Kanpur,2024-09-27
1439896,India,New Zealand,"M Chinnaswamy Stadium, Bengaluru",Bengaluru,2024-10-16
1439897,New Zealand,India,"Maharashtra Cricket Association Stadium, Pune",Pune,2024-10-24
1439898,New Zealand,India,"Wankhede Stadium, Mumbai",Mumbai,2024-11-01
1442213,Pakistan,Bangladesh,Rawalpindi Cricket Stadium,Rawalpindi,2024-08-21
1442214,Pakistan,Bangladesh,Rawalpindi Cricket Stadium,Rawalpindi,2024-08-30
1442215,Pakistan,England,Multan Cricket Stadium,Multan,2024-10-07
1442216,Pakistan,England,Multan Cricket Stadium,Multan,2024-10-15
1442217,England,Pakistan,Rawalpindi Cricket Stadium,Rawalpindi,2024-10-24
1442218,Pakistan,West Indies,Multan Cricket Stadium,Multan,2025-01-17
1442219,West Indies,Pakistan,Multan Cricket Stadium,Multan,2025-01-25
1447096,Sri Lanka,New Zealand,Galle International Stadium,Galle,2024-09-18
1447097,Sri Lanka,New Zealand,Galle International Stadium,Galle,2024-09-26
1448349,India,England,"Headingley, Leeds",Leeds,2025-06-20
1448350,India,England,"Edgbaston, Birmingham",Birmingham,2025-07-02
1448351,England,India,"Lord's, London",London,2025-07-10
1448352,India,England,"Old Trafford, Manchester",Manchester,2025-07-23
1448353,India,England,"Kennington Oval, London",London,2025-07-31
1449769,Australia,South Africa,"Lord's, London",London,2025-06-11
1453293,Bangladesh,South Africa,"Shere Bangla National Stadium, Mirpur",Dhaka,2024-10-21
1453294,South Africa,Bangladesh,"Zahur Ahmed Chowdhury Stadium, Chattogram",Chattogram,2024-10-29
1455611,England,Australia,Perth Stadium,Perth,2025-11-21
1455612,England,Australia,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Brisbane,2025-12-04
1455613,Australia,England,Adelaide Oval,Adelaide,2025-12-17
1455614,Australia,England,Melbourne Cricket Ground,Melbourne,2025-12-26
1455615,England,Australia,Sydney Cricket Ground,Sydney,2026-01-04
1459906,Australia,Sri Lanka,Galle International Stadium,Galle,2025-01-29
1459907,Sri Lanka,Australia,Galle International Stadium,Galle,2025-02-06
1467700,Ireland,Zimbabwe,"Queens Sports Club, Bulawayo",Bulawayo,2025-02-06
1472517,Australia,West Indies,"Kensington Oval, Bridgetown, Barbados",Bridgetown,2025-06-25
1472518,Australia,West Indies,"National Cricket Stadium, St George's, Grenada",St George's,2025-07-03
1472519,Australia,West Indies,"Sabina Park, Kingston, Jamaica",Kingston,2025-07-12
1476409,Bangladesh,Zimbabwe,Sylhet International Cricket Stadium,Sylhet,2025-04-20
1476410,Zimbabwe,Bangladesh,"Zahur Ahmed Chowdhury Stadium, Chattogram",Chattogram,2025-04-28
1478863,South Africa,Zimbabwe,"Queens Sports Club, Bulawayo",Bulawayo,2025-06-28
1478864,South Africa,Zimbabwe,"Queens Sports Club, Bulawayo",Bulawayo,2025-07-06
1478872,Zimbabwe,New Zealand,"Queens Sports Club, Bulawayo",Bulawayo,2025-07-30
1478873,Zimbabwe,New Zealand,"Queens Sports Club, Bulawayo",Bulawayo,2025-08-07
1478918,India,Australia,"Western Australia Cricket Association Ground, Perth",Perth,2026-03-06
1479569,West Indies,India,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,2025-10-02
1479570,India,West Indies,"Arun Jaitley Stadium, Delhi",Delhi,2025-10-10
1479571,South Africa,India,"Eden Gardens, Kolkata",Kolkata,2025-11-14
1479572,South Africa,India,"Barsapara Cricket Stadium, Guwahati",Guwahati,2025-11-22
1485503,Bangladesh,Sri Lanka,Galle International Stadium,Galle,2025-06-17
1485504,Bangladesh,Sri Lanka,"Sinhalese Sports Club Ground, Colombo",Colombo,2025-06-25
1491732,New Zealand,West Indies,"Hagley Oval, Christchurch",Christchurch,2025-12-02
1491733,West Indies,New Zealand,"Basin Reserve, Wellington",Wellington,2025-12-10
1491734,New Zealand,West Indies,"Bay Oval, Mount Maunganui",Mount Maunganui,2025-12-18
1501893,Pakistan,South Africa,"Gaddafi Stadium, Lahore",Lahore,2025-10-12
1501894,Pakistan,South Africa,Rawalpindi Cricket Stadium,Rawalpindi,2025-10-20
1506012,Ireland,Bangladesh,Sylhet International Cricket Stadium,Sylhet,2025-11-11
1506013,Bangladesh,Ireland,"Shere Bangla National Stadium, Mirpur",Dhaka,2025-11-19
207334,West Indies,South Africa,Kensington Oval,Bridgetown,2005-04-21
208321,South Africa,West Indies,Antigua Recreation Ground,St John's,2005-04-29
210366,Bangladesh,England,Riverside Ground,Chester-le-Street,2005-06-03
213856,Australia,England,"Lord's, London",London,2005-07-21
215010,England,Australia,"Edgbaston, Birmingham",Birmingham,2005-08-04
215253,New Zealand,Zimbabwe,Harare Sports Club,Harare,2005-08-07
216055,Zimbabwe,New Zealand,Queens Sports Club,Bulawayo,2005-08-15
216932,Australia,England,"County Ground, New Road, Worcester",Worcester,2005-08-24
216994,England,Australia,"Trent Bridge, Nottingham",Nottingham,2005-08-25
218383,England,Australia,"Kennington Oval, London",London,2005-09-08
218813,Bangladesh,Sri Lanka,R.Premadasa Stadium,Colombo,2005-09-12
219062,Zimbabwe,India,Queens Sports Club,Bulawayo,2005-09-13
